sample_id	latitude	longitude
SAMN02954152	38.0685	-0.231994
SAMEA4699796	42.52	3.18
SAMEA4699801	42.52	3.18
SAMEA4699802	42.52	3.18
SAMN07136943	-40.0194	0.88755
SAMN07136686	-44.7117	-45.5265
SAMN07136690	-42.364	-44.0318
SAMN07136924	-36.4846	13.276
SAMN07136932	-38.4254	10.0888
SAMN09092453	33.55	-118.4
SAMN07510716	46.61	152.052
SAMN04325107	36.5908	18.6942
SAMN07136895	-32.4937	-169.9952
SAMN07136883	-32.5	-179.303
SAMEA4699809	42.52	3.18
SAMEA4699810	42.52	3.18
SAMN09092236	33.55	-118.4
SAMN09092438	33.55	-118.4
SAMN09091655	33.55	-118.4
SAMN09092247	33.55	-118.4
SAMN09091898	33.55	-118.4
SAMEA2621839	-32.7888	-87.0805
SAMN03860258	17.662	40.905
SAMN03860280	22.046	37.929
SAMN03860279	22.046	37.929
SAMN03860281	22.046	37.929
SAMN03860263	17.996	39.799
SAMN09091863	33.55	-118.4
SAMN09092267	33.55	-118.4
SAMN09091852	33.55	-118.4
SAMN09092235	33.55	-118.4
SAMEA4699798	42.52	3.18
SAMEA4699807	42.52	3.18
SAMN09201454	36.8313	-121.9047
SAMN09201857	36.8313	-121.9047
SAMN09201605	36.8313	-121.9047
SAMN09201452	36.8313	-121.9047
SAMN09201851	36.8313	-121.9047
SAMN09202067	36.8313	-121.9047
SAMN09201850	36.8313	-121.9047
SAMN09201849	36.8313	-121.9047
SAMN09202069	36.8313	-121.9047
SAMN09202469	36.8313	-121.9047
SAMN09201451	36.8313	-121.9047
SAMN09201603	36.8313	-121.9047
SAMN09201847	36.8313	-121.9047
SAMN09201682	36.8313	-121.9047
SAMN09201602	36.8313	-121.9047
SAMN09202493	36.8313	-121.9047
SAMN09201683	36.8313	-121.9047
SAMN09201444	36.8313	-121.9047
SAMN09202070	36.8313	-121.9047
SAMN09202071	36.8313	-121.9047
SAMN09201541	36.8313	-121.9047
SAMN09201540	36.8313	-121.9047
SAMN09201539	36.8313	-121.9047
SAMN09201684	36.8313	-121.9047
SAMN09201441	36.8313	-121.9047
SAMN09202075	36.8313	-121.9047
SAMN09201537	36.8313	-121.9047
SAMN09201536	36.8313	-121.9047
SAMN09201535	36.8313	-121.9047
SAMN09201686	36.8313	-121.9047
SAMN09201440	36.8313	-121.9047
SAMN09202113	36.8313	-121.9047
SAMN09201533	36.8313	-121.9047
SAMN09201532	36.8313	-121.9047
SAMN09202114	36.8313	-121.9047
SAMN10351355	36.8313	-121.9047
SAMN10351037	36.8313	-121.9047
SAMN10351047	36.8313	-121.9047
SAMN10350895	36.8313	-121.9047
SAMN10350894	36.8313	-121.9047
SAMN10351036	36.8313	-121.9047
SAMN10351356	36.8313	-121.9047
SAMN10351091	36.8313	-121.9047
SAMN10351092	36.8313	-121.9047
SAMN10351050	36.8313	-121.9047
SAMN10351051	36.8313	-121.9047
SAMN10351067	36.8313	-121.9047
SAMEA2621812	-33.8718	-73.0452
SAMEA104210870	33.454	-118.475
SAMN09091846	33.55	-118.4
SAMN09091897	33.55	-118.4
SAMN09092450	33.55	-118.4
SAMN09091901	33.55	-118.4
SAMN09091851	33.55	-118.4
SAMN09092233	33.55	-118.4
SAMN09091899	33.55	-118.4
SAMN09092237	33.55	-118.4
SAMN09092251	33.55	-118.4
SAMN09092252	33.55	-118.4
SAMN09201453	36.8313	-121.9047
SAMN07137061	22.75	-158.0
SAMN07137031	22.75	-158.0
SAMN07137010	22.75	-158.0
SAMN07136666	-9.1608	-28.0012
SAMN07136550	22.333	-35.867
SAMN03860275	20.525	38.781
SAMN03860274	20.525	38.781
SAMN03860285	23.604	37.054
SAMN03860291	25.772	36.116
SAMN03860293	25.772	36.116
SAMN03860292	25.772	36.116
SAMN03860262	17.996	39.799
SAMN06183610	24.55	-156.58
SAMN06183608	24.54	-156.63
SAMN07224095	24.59	-156.52
SAMN03860261	17.996	39.799
SAMN07137093	31.66	-64.16
SAMN07137014	22.75	-158.0
SAMN07136741	-30.0	167.0
SAMEA104408601	56.867	11.4339
SAMEA4397472	74.801	76.1178
SAMN03351375	56.9308	17.0607
SAMN03351378	56.9308	17.0607
SAMN03351379	56.9308	17.0607
SAMN03351364	56.9308	17.0607
SAMN09302809	56.93	17.06
SAMN09302798	56.93	17.06
SAMEA4397426	77.2314	73.2248
SAMEA104408592	58.1323	10.0
SAMN06268553	17.43	-59.83
SAMEA2619992	20.8322	63.6004
SAMN06268549	15.909	-124.474
SAMN06268551	12.0	-108.06
SAMEA4396489	54.6155	-16.7036
SAMEA2621487	-60.2946	-60.5786
SAMEA2620413	-9.40165	66.3754
SAMEA2620565	-17.0978	53.9788
SAMEA2620668	-15.3298	43.2896
SAMEA2621213	-20.9714	-35.2574
SAMEA2623327	14.1746	-116.6627
SAMN06268546	9.22	-163.53
SAMEA4397798	71.0704	174.9916
SAMN06266114	54.1883	7.9
SAMN03169779	54.1742	7.9
SAMEA4699795	42.52	3.18
SAMN09302805	56.93	17.06
SAMEA2619766	39.3744	19.3994
SAMN07357611	38.0685	-0.231994
SAMEA4699785	42.52	3.18
SAMEA4699800	42.52	3.18
SAMEA4396941	67.1398	0.2399
SAMEA4397023	67.2182	0.2857
SAMEA4397051	76.1744	1.63035
SAMEA4397445	77.2314	73.2248
SAMEA4397489	74.801	76.1178
SAMEA4398001	74.3048	-85.6984
SAMEA4398315	64.7368	-53.0588
SAMEA2622473	-16.9578	-100.663
SAMEA4397536	74.8283	76.2096
SAMEA4398238	70.9279	-53.5238
SAMEA2621085	-20.4034	-3.1884
SAMEA2621191	-8.79365	-17.9088
SAMEA2621229	-21.0484	-35.371
SAMEA2621300	-30.2463	-43.292
SAMN06268547	21.064	-150.319
SAMN06268552	10.093	-99.246
SAMEA2621107	-20.3716	-3.215
SAMN06268543	-28.406	179.141
SAMN05422189	-25.49	-179.52
SAMN05422140	21.0638	-150.3192
SAMN05422120	10.0927	-99.2462
SAMN05422147	-31.81	6.84
SAMN05421913	-27.9783	63.2478
SAMN05421555	-5.75	-170.7407
SAMN05422113	9.22	-163.53
SAMN05422175	17.43	-59.83
SAMN05422133	19.9897	-52.6367
SAMN06268544	-25.49	-179.52
SAMN06268554	19.99	-52.637
SAMN09302803	56.93	17.06
SAMN09302802	56.93	17.06
SAMN09302793	56.93	17.06
SAMN09302794	56.93	17.06
SAMN03351393	56.9308	17.0607
SAMN03351399	56.9308	17.0607
SAMN03351397	56.9308	17.0607
SAMN03351390	56.9308	17.0607
SAMN03351386	56.9308	17.0607
SAMN03351383	56.9308	17.0607
SAMN03351407	56.9308	17.0607
SAMN03351372	56.9308	17.0607
SAMN03351374	56.9308	17.0607
SAMEA4699806	42.52	3.18
SAMN06264408	54.1883	7.9
SAMN06265151	54.1883	7.9
SAMN06267311	54.1883	7.9
SAMN06267310	54.1883	7.9
SAMN06266113	54.1883	7.9
SAMN06264411	54.1883	7.9
SAMN06264410	54.1883	7.9
SAMN06266121	54.1883	7.9
SAMN03169777	54.1742	7.9
SAMN03860289	23.604	37.054
SAMN03860301	27.897	34.507
SAMN05422121	29.97	-23.69
SAMEA4396441	54.5525	-16.882
SAMEA4397091	76.0702	1.38595
SAMEA2620227	14.5456	70.0186
SAMEA4398387	61.532	-55.9921
SAMEA4398432	61.5441	-55.9866
SAMEA4396988	67.1705	0.44225
SAMN09765683	22.75	-158.0
SAMN09765713	22.75	-158.0
SAMEA4397756	71.5697	160.9403
SAMEA4398027	74.3102	-85.8462
SAMN05421561	-29.6525	92.9852
SAMEA4397101	72.5864	44.1172
SAMN09201680	36.8313	-121.9047
SAMN09201852	36.8313	-121.9047
SAMN09202066	36.8313	-121.9047
SAMN09201846	36.8313	-121.9047
SAMN07510715	53.991	162.388
SAMN07510718	45.721	147.943
SAMN07136523	16.8312	-56.2685
SAMN10839292	37.3536	-0.286194
SAMN07137115	31.66	-64.16
SAMN07136627	22.3411	-63.5833
SAMN07136622	24.7143	-67.0726
SAMN09765715	22.75	-158.0
SAMEA4396515	54.535	-16.7416
SAMEA4397295	78.9343	79.0758
SAMEA4398083	74.3368	-85.5811
SAMEA4397586	78.2855	91.788
SAMEA4397722	77.9842	116.5627
SAMEA4397118	72.5864	44.1172
SAMEA4397215	72.5364	44.0742
SAMEA2620078	18.5812	66.5622
SAMEA2620094	18.5759	66.4654
SAMEA2620120	18.7346	66.3896
SAMEA2620210	14.553	69.9888
SAMEA2620360	0.0033	71.6428
SAMEA2620384	-0.6624	73.161
SAMEA4397363	79.2169	66.4788
SAMEA4398360	64.7299	-53.0583
SAMEA4398193	70.964	-53.5978
SAMEA2622685	-8.97545	-139.2412
SAMN09302806	56.93	17.06
SAMN09765695	22.75	-158.0
SAMEA2620273	5.99975	73.9104
SAMEA2619950	20.8167	63.5046
SAMEA2621416	-47.1884	-58.2792
SAMEA2621448	-47.1608	-57.8856
SAMEA4397174	72.5702	44.1378
SAMEA4397627	78.3476	91.625
SAMEA4397666	77.9162	117.0742
SAMEA4397815	71.0704	174.9916
SAMEA4398266	69.1115	-51.5727
SAMEA2619903	18.3992	39.865
SAMN06268555	29.97	-23.69
SAMEA2619677	35.7491	14.2948
SAMEA2622788	-9.1528	-140.525
SAMEA4397649	77.9162	117.0742
SAMEA2622656	-8.9846	-139.2352
SAMN07137007	22.75	-158.0
SAMN06183609	24.55	-156.58
SAMN07224089	24.53	-156.65
SAMN07224107	24.5	-156.31
SAMN07224099	24.58	-156.42
SAMN07224091	24.54	-156.63
SAMN07224094	24.56	-156.56
SAMEA2621779	-33.97	-73.0718
SAMEA4397705	77.9842	116.5627
SAMEA4397034	76.1744	1.63035
SAMEA2621509	-62.0874	-49.431
SAMEA4397842	73.3833	-168.2333
SAMN03351361	56.9308	17.0607
SAMEA2620979	-32.2401	17.7052
SAMN07136923	-36.4846	13.276
SAMN06183620	24.58	-156.38
SAMN07224112	24.48	-156.3
SAMN05213998	38.2833	-0.25
SAMEA2620991	-32.2401	17.7052
SAMN09765675	22.75	-158.0
SAMN09765678	22.75	-158.0
SAMN09765700	22.75	-158.0
SAMEA4699786	42.52	3.18
SAMEA4699808	42.52	3.18
SAMEA4397409	79.4086	66.2404
SAMEA2591108	33.9191	32.8696
SAMN05992379	37.3536	-0.286194
SAMN07136623	24.7143	-67.0726
SAMN07136761	33.4334	-58.0503
SAMEA4699787	42.52	3.18
SAMEA4699799	42.52	3.18
SAMEA4699788	42.52	3.18
SAMN09710606	22.75	-158.0
SAMEA4397948	71.9052	-154.9234
SAMN09302808	56.93	17.06
SAMN09302792	56.93	17.06
SAMEA2620947	-34.9218	17.9744
SAMEA2620967	-34.8689	18.0798
SAMEA2621010	-31.0379	4.66455
SAMEA2621033	-31.0264	4.68135
SAMEA2622166	-12.9426	-96.0891
SAMEA2622190	-5.25345	-85.1896
SAMEA2622497	-16.9637	-100.7038
SAMEA2620663	-15.3367	43.2936
SAMEA2619815	30.9975	30.9733
SAMEA2620879	-35.1908	26.29
SAMEA2620925	-35.2474	26.3109
SAMEA2622242	-5.25725	-85.3038
SAMEA4397255	78.9393	79.3224
SAMEA4397859	73.3833	-168.2333
SAMEA4397920	73.3183	-168.8586
SAMEA4398111	72.4731	-71.9124
SAMEA4398168	72.4077	-71.9524
SAMEA2621548	-62.2444	-49.1898
SAMEA2622517	-16.9606	-100.6674
SAMN06268545	-5.75	-170.741
SAMN06268550	14.53	-118.77
SAMN06268556	32.0788	-17.2662
SAMN09302799	56.93	17.06
SAMEA2620812	-29.5021	37.9927
SAMEA2621271	-30.1626	-43.2865
SAMEA2622112	-12.9756	-96.0026
SAMN05213993	38.2833	-0.25
SAMN09710604	22.75	-158.0
SAMN09765704	22.75	-158.0
SAMN09765698	22.75	-158.0
SAMN07136661	-17.0173	-30.6052
SAMN07137067	31.66	-64.16
SAMN07137118	31.66	-64.16
SAMN07137097	31.66	-64.16
SAMN07137088	31.66	-64.16
SAMN07137094	31.66	-64.16
SAMN07136662	-12.8957	-29.2335
SAMN07136643	28.0905	-67.5015
SAMN08390924	31.66	-64.16
SAMN05213967	38.2833	-0.25
SAMEA2591132	33.9268	32.772
SAMEA2619747	39.8394	17.4154
SAMN03351371	56.9308	17.0607
SAMN10351090	36.8313	-121.9047
SAMEA4699782	42.52	3.18
SAMN07136694	-39.9648	-42.4232
SAMN07136679	-49.5475	-52.6885
SAMN07137064	31.66	-64.16
SAMN07137103	31.66	-64.16
SAMN07137109	31.66	-64.16
SAMN07137112	31.66	-64.16
SAMN07136638	31.6667	-64.167
SAMN07357610	38.0685	-0.231994
SAMN07136698	-35.0093	-39.431
SAMN07137085	31.66	-64.16
SAMN06183601	24.39	-156.77
SAMN06183611	24.56	-156.56
SAMN06183624	24.5	-156.31
SAMN06183599	24.37	-156.8
SAMN07136507	34.3277	-55.4316
SAMN03860259	17.662	40.905
SAMN07137076	31.66	-64.16
SAMN07137106	31.66	-64.16
SAMN07136583	27.583	-49.633
SAMEA2622752	-8.90345	-140.2853
SAMEA2620256	6.00625	73.897
SAMEA2619779	39.3744	19.3994
SAMEA2619791	39.3874	19.4082
SAMN09765703	22.75	-158.0
SAMEA2619854	23.42	37.2484
SAMEA2622763	-9.1528	-140.525
SAMN07224083	24.39	-156.77
SAMN07224086	24.46	-156.74
SAMN07224096	24.6	-156.51
SAMN07224090	24.54	-156.64
SAMN09765708	22.75	-158.0
SAMN07136940	-40.0194	0.88755
SAMN07136941	-40.0194	0.88755
SAMN07136939	-40.0194	0.88755
SAMN07136944	-40.0194	0.88755
SAMEA2621564	-61.9794	-49.4315
SAMN08390922	22.75	-158.0
SAMN07136520	9.5462	-50.4686
SAMEA2622212	-5.26905	-85.2336
SAMN07136650	-32.092	-37.4563
SAMN07224092	24.55	-156.58
SAMN09765711	22.75	-158.0
SAMEA2622331	2.0262	-84.5648
SAMN09302807	56.93	17.06
SAMN09302800	56.93	17.06
SAMEA2621061	-31.0203	4.6867
SAMEA2621151	-8.77885	-17.9098
SAMEA2621285	-30.149	-43.2596
SAMEA2622705	-8.98475	-139.1835
SAMEA2622725	-8.90095	-140.3002
SAMEA2623365	6.33235	-102.9458
SAMEA2623385	6.3366	-102.9942
SAMN05213968	38.2833	-0.25
SAMEA2620065	18.5812	66.5622
SAMN09710617	22.75	-158.0
SAMN09710612	22.75	-158.0
SAMN09710613	22.75	-158.0
SAMN09710615	22.75	-158.0
SAMN09710608	22.75	-158.0
SAMN09710610	22.75	-158.0
SAMN09710611	22.75	-158.0
SAMN09710607	22.75	-158.0
SAMN09710618	22.75	-158.0
SAMN09710601	22.75	-158.0
SAMN09710603	22.75	-158.0
SAMN09710598	22.75	-158.0
SAMN09710600	22.75	-158.0
SAMN09765712	22.75	-158.0
SAMN09765701	22.75	-158.0
SAMN09765699	22.75	-158.0
SAMN09765696	22.75	-158.0
SAMN09765702	22.75	-158.0
SAMN09765707	22.75	-158.0
SAMN09765693	22.75	-158.0
SAMN09765687	22.75	-158.0
SAMN09765688	22.75	-158.0
SAMN09765689	22.75	-158.0
SAMN09710602	22.75	-158.0
SAMN09765680	22.75	-158.0
SAMN09765706	22.75	-158.0
SAMN09765697	22.75	-158.0
SAMN09765714	22.75	-158.0
SAMN09765710	22.75	-158.0
SAMN09765690	22.75	-158.0
SAMN07137025	22.75	-158.0
SAMN05991675	22.75	-158.0
SAMN05991673	22.75	-158.0
SAMN07136787	-32.5	-170.0
SAMN07136817	-32.4995	-154.9993
SAMN07136904	-32.499	-169.0023
SAMN05422104	29.97	-23.69
SAMN05991670	22.75	-158.0
SAMD00080426	11.3699	142.4301
SAMN05991687	22.75	-158.0
SAMN07224084	24.39	-156.77
SAMN03860273	20.525	38.781
SAMN07136866	-32.494	-153.0057
SAMN07136874	-32.4957	-151.0007
SAMN07136792	-32.5	-172.0
SAMN07136786	-32.5	-170.0
SAMN07136896	-32.4937	-169.9952
SAMN07136893	-32.4937	-169.9952
SAMN07136894	-32.4937	-169.9952
SAMN07136902	-32.499	-169.0023
SAMN07136901	-32.499	-169.0023
SAMN07136721	-32.495	-157.9945
SAMN07136813	-32.4995	-154.9993
SAMN07136819	-32.5013	-153.9982
SAMN07136908	-32.495	-168.002
SAMN07136865	-32.494	-153.0057
SAMN07136864	-32.4637	-159.0193
SAMN07136870	-32.4885	-151.9995
SAMN07136868	-32.4885	-151.9995
SAMN07136696	-37.8305	-41.1248
SAMN07136838	-32.4985	-165.9988
SAMN07136889	-32.4967	-170.9953
SAMN07136890	-32.4967	-170.9953
SAMN07136891	-32.4967	-170.9953
SAMN07136483	49.7225	-42.4467
SAMN02954009	38.0685	-0.231994
SAMEA104210872	33.71	-118.254
SAMN07136648	-35.0093	-39.431
SAMN07224081	24.35	-156.8
SAMN07224088	24.5	-156.69
SAMN07224085	24.42	-156.76
SAMN07224101	24.58	-156.41
SAMN07224087	24.48	-156.72
SAMN07224093	24.55	-156.58
SAMN07224098	24.59	-156.44
SAMN07224097	24.6	-156.5
SAMN07136785	-32.5	-170.0
SAMN07136818	-32.5013	-153.9982
SAMN07136795	-32.4957	-164.9923
SAMN07137016	22.75	-158.0
SAMN07136822	-32.5013	-153.9982
SAMN07136512	34.3277	-55.4316
SAMN07136535	24.1497	-40.2179
SAMN07136536	24.1497	-40.2179
SAMN05991658	22.75	-158.0
SAMN07136561	31.7535	-64.175
SAMN07136560	31.7535	-64.175
SAMN02905558	18.9	-104.5
SAMN02905559	18.9	-104.5
SAMN07136710	17.3516	-20.8167
SAMN07136580	17.4	-24.5
SAMN07136824	-32.4948	-154.0042
SAMN05422110	-26.91	-21.43
SAMN07136682	-48.9358	-48.7933
SAMEA2622667	-8.9846	-139.2352
SAMEA2622852	-8.9051	-142.5614
SAMN07136687	-44.7117	-45.5265
SAMN07136706	17.3516	-20.8167
SAMN05422169	-28.62	-11.8
SAMN09302804	56.93	17.06
SAMN09302814	56.93	17.06
SAMN09302813	56.93	17.06
SAMEA2620421	-9.40165	66.3754
SAMN06268548	18.04	-133.26
SAMEA2622676	-8.97545	-139.2412
SAMN09302797	56.93	17.06
SAMEA2619625	41.1686	2.7996
SAMEA4397747	78.0912	116.1096
SAMEA2619686	35.756	14.3109
SAMEA2620014	19.0368	64.5038
SAMEA2620027	19.0196	64.5223
SAMEA2620053	19.0134	64.5698
SAMEA2620783	-22.3388	40.3428
SAMEA2620198	14.553	69.9888
SAMN05422168	32.0788	-17.2662
SAMN07136629	22.3411	-63.5833
SAMN09092449	33.55	-118.4
SAMN09091900	33.55	-118.4
SAMN09092269	33.55	-118.4
SAMN07137052	22.75	-158.0
SAMN09302791	56.93	17.06
SAMN07136689	-42.364	-44.0318
SAMN07136645	28.0905	-67.5015
SAMN07137100	31.66	-64.16
SAMN07136692	-39.9648	-42.4232
SAMN03351381	56.9308	17.0607
SAMN09302815	56.93	17.06
SAMN09092234	33.55	-118.4
SAMN05422114	14.52	-26.0
SAMN07136558	22.333	-35.867
SAMN07136582	17.4	-24.5
SAMN05213997	38.2833	-0.25
SAMN07137022	22.75	-158.0
SAMN07137017	22.75	-158.0
SAMN07136774	-30.0	156.0
SAMN05991651	22.75	-158.0
SAMN09091654	33.55	-118.4
SAMN07136695	-37.8305	-41.1248
SAMN07137043	22.75	-158.0
SAMN07137013	22.75	-158.0
SAMN07136621	19.4334	-29.3832
SAMEA2622694	-8.98475	-139.1835
SAMN03351365	56.9308	17.0607
SAMEA4397772	71.5697	160.9403
SAMEA2622810	-9.0692	-140.616
SAMN09092268	33.55	-118.4
SAMEA2620004	19.0368	64.5038
SAMN09091886	33.55	-118.4
SAMEA2622142	-12.9474	-96.0527
SAMN07136628	22.3411	-63.5833
SAMN07136644	28.0905	-67.5015
SAMEA2622832	-8.90305	-142.59
SAMN07136570	26.1369	-44.8262
SAMN07136552	22.333	-35.867
SAMN07136708	17.3516	-20.8167
SAMEA2619923	18.4658	39.8525
SAMEA2620852	-29.5228	37.8852
SAMN07136998	22.75	-158.0
SAMN07136766	-29.998	153.5
SAMN07224082	24.37	-156.8
SAMN07224103	24.58	-156.38
SAMN09091845	33.55	-118.4
SAMN07136652	-29.0538	-35.8078
SAMN07136515	13.1623	-53.4215
SAMN02905556	18.9	-104.5
SAMN07136597	39.6922	-69.8629
SAMD00080412	29.15	142.8012
SAMN07136673	-2.6505	-28.9172
SAMN07136860	-32.5103	-160.0078
SAMN07136851	-32.4978	-160.9928
SAMN07136847	-32.509	-162.009
SAMN07136850	-32.509	-162.009
SAMN07136845	-32.5063	-162.9935
SAMN07136804	-32.5043	-163.9897
SAMN07136808	-32.5038	-156.0107
SAMN07136835	-32.4985	-165.9988
SAMN07136840	-32.4957	-164.9923
SAMN07136800	-32.5043	-163.9897
SAMN07136905	-32.499	-169.0023
SAMN07136746	-30.0	170.877
SAMN07136747	-30.0	170.877
SAMN07136892	-32.4967	-170.9953
SAMN07136772	-30.0	154.003
SAMN07136767	-29.998	153.5
